loss,accuracy,precision,recall,auc,f1_score,val_loss,val_accuracy,val_precision,val_recall,val_auc,val_f1_score,lr
1.140564203262329,0.7268319129943848,0.4367647171020508,0.3200431168079376,0.6434239745140076,0.4472261369228363,19.25812530517578,0.7291666865348816,0.4583333432674408,0.4583333432674408,0.6491770148277283,0.4218749403953552,0.001
0.8417823314666748,0.8311582207679749,0.7544757127761841,0.48123979568481445,0.8761770725250244,0.5806726217269897,25.178157806396484,0.6527777910232544,0.3055555522441864,0.3055555522441864,0.572209358215332,0.2812499403953552,0.001
0.7617511749267578,0.8495106101036072,0.773542582988739,0.5628058910369873,0.9012921452522278,0.6509836912155151,25.677589416503906,0.5972222089767456,0.1944444477558136,0.1944444477558136,0.4589442014694214,0.21874994039535522,0.001
0.7118633985519409,0.8605220317840576,0.810068666934967,0.5774877667427063,0.9150010347366333,0.6771647930145264,13.643507957458496,0.7013888955116272,0.4027777910232544,0.4027777910232544,0.5965793132781982,0.3359374403953552,0.001
0.649507999420166,0.8678629398345947,0.8203991055488586,0.603588879108429,0.9324637055397034,0.6965138912200928,11.031195640563965,0.7152777910232544,0.4305555522441864,0.4305555522441864,0.608153223991394,0.4062499403953552,0.001
0.6112123131752014,0.8805056810379028,0.8278688788414001,0.6590538620948792,0.9393404126167297,0.7324386835098267,5.912810325622559,0.7361111044883728,0.4722222089767456,0.4722222089767456,0.6461548209190369,0.4296874403953552,0.001
0.5734325647354126,0.8890701532363892,0.8403193354606628,0.6867862939834595,0.9470402002334595,0.7567004561424255,6.683680057525635,0.7430555820465088,0.4861111044883728,0.4861111044883728,0.6481481790542603,0.4374999403953552,0.001
0.5812523365020752,0.8894779682159424,0.8352941274642944,0.6949428915977478,0.9441984295845032,0.7522704601287842,5.817264080047607,0.7430555820465088,0.4861111044883728,0.4861111044883728,0.6714892387390137,0.4921874403953552,0.001
0.5457916855812073,0.8976345658302307,0.853515625,0.7128874659538269,0.9517815113067627,0.7759572267532349,3.4734463691711426,0.7743055820465088,0.5492957830429077,0.5416666865348816,0.7259193658828735,0.5802164673805237,0.001
0.5093581676483154,0.9017128944396973,0.850943386554718,0.7357259392738342,0.9586910009384155,0.7904349565505981,5.027101516723633,0.7430555820465088,0.4861111044883728,0.4861111044883728,0.6512665748596191,0.5468749403953552,0.001
0.500472903251648,0.9004893898963928,0.8410351276397705,0.7422512173652649,0.9594360589981079,0.7824234366416931,7.352214336395264,0.75,0.5,0.5,0.664319634437561,0.5546874403953552,0.001
0.4742506742477417,0.9135399460792542,0.861261248588562,0.779771625995636,0.9639285802841187,0.8199385404586792,4.96112060546875,0.7430555820465088,0.4861111044883728,0.4861111044883728,0.6806840896606445,0.5468749403953552,0.001
0.4690524935722351,0.9123165011405945,0.8685185313224792,0.765089750289917,0.964471161365509,0.8121187090873718,3.6501169204711914,0.7569444179534912,0.5138888955116272,0.5138888955116272,0.752539873123169,0.3984374403953552,0.001
0.43120646476745605,0.9135399460792542,0.866544783115387,0.7732463479042053,0.9707533121109009,0.8199833035469055,3.3741602897644043,0.7638888955116272,0.5277777910232544,0.5277777910232544,0.746592104434967,0.4062499403953552,0.001
0.44038987159729004,0.9216966032981873,0.8806509971618652,0.794453501701355,0.9677421450614929,0.8380240201950073,3.8904430866241455,0.7430555820465088,0.4861111044883728,0.4861111044883728,0.730838418006897,0.4374999403953552,0.001
0.39138156175613403,0.9278140068054199,0.8920863270759583,0.809135377407074,0.9766993522644043,0.8499146699905396,2.058748722076416,0.7916666865348816,0.5833333134651184,0.5833333134651184,0.8136894106864929,0.7109374403953552,0.001
0.37745201587677,0.9335236549377441,0.900355875492096,0.8254486322402954,0.9778055548667908,0.8625736236572266,2.2057902812957764,0.7916666865348816,0.5833333134651184,0.5833333134651184,0.807227373123169,0.6562499403953552,0.001
0.38514724373817444,0.9286296963691711,0.8855633735656738,0.8205546736717224,0.9761903285980225,0.8527313470840454,2.57816743850708,0.7673611044883728,0.5352112650871277,0.5277777910232544,0.7556583285331726,0.5322916507720947,0.001
0.3585934042930603,0.9310766458511353,0.8840830326080322,0.8336052298545837,0.9791654348373413,0.8587044477462769,2.196423292160034,0.7743055820465088,0.5492957830429077,0.5416666865348816,0.8002828359603882,0.6348424553871155,0.001
0.33052361011505127,0.9445350766181946,0.917688250541687,0.8548123836517334,0.9834476709365845,0.8880561590194702,1.5847209692001343,0.8159722089767456,0.6338028311729431,0.625,0.8267746567726135,0.6820865869522095,0.001
